ID,Type,Negativist,Process,Static,Vortical,Holographic,Causal,Dialectic,Dominant,Creative,Harmonizing,Normalizing
ENFP_My Personality and Taking the Test313,ENFP_,1,0,1,0,1,0,0,1,0,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!48,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift41,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1865,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFP_My Personality and Taking the Test307,ENFP_,1,0,1,0,1,0,0,1,0,0,0
ENFJ_Most important lesson I learned this year (What I know now)40,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_My Personality Test Results...416,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISFPc_LIVING IN SAN FRANCISCO3,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS104,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]176,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2584",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)224,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]610,ENFJc,1,1,0,0,0,0,1,0,1,0,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.136,INTJ_,1,1,0,0,0,0,1,0,0,0,1
ENFJc_Self-Discipline with Minimal Effort39,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3914,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)281,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_My Personality Test Results...370,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍199,ENTP_,0,1,1,0,0,1,0,1,0,0,0
ENFPc_DON'T GET FAT IN JAPAN87,ENFPc,1,0,1,0,1,0,0,0,1,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel151",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESTJ_Marty Lobdell - Study Less Study Smart294,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJ_What I’ve learned about life by observing the ENTP17,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJ_What I’ve learned about life by observing the ENTP262,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)275",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_i quit software engineering to do youtube225,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update263,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]638,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_Are You Too Selfless?89,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity113,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_My Personality Test Results...358,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty586,ISTJc,0,0,0,1,0,0,0,0,0,1,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan113",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Self-Discipline with Minimal Effort11,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTJc_Why you should stop ""improving"" yourself67",ISTJc,0,0,0,1,0,0,0,0,0,1,0
INFJ_Waking up at 5AM is changing my life17,INFJ_,0,0,0,1,0,0,0,0,0,0,1
INFJc_How To Spot An ENTP: Body Language93,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel179",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESTP_Are You Too Selfless?394,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENTJ_My Minimalist Apartment36,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO25,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS8,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJc_Day in the life of a nurse | 12 Hour shift69,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!60,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ISTPc_How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity302,ISTPc,0,1,1,0,0,1,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1695,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Unapologetic Culture76,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4935,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_Most important lesson I learned this year (What I know now)68,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife24,ESFP_,0,1,1,0,0,1,0,1,0,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan675",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Who Are The INFPs?753,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically233,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3082,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS43,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update505,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4921,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)39,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2388,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife30,ESFP_,0,1,1,0,0,1,0,1,0,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan661",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically227,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Who Are The INFPs?747,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)218,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update511,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS57,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3096,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!74,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ISTPc_How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity316,ISTPc,0,1,1,0,0,1,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1859,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1681,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Unapologetic Culture62,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
INFJc_How To Spot An ENTP: Body Language87,INFJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Are You Too Selfless?380,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO31,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENTJ_My Minimalist Apartment22,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)249",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update277,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ESFJc_i quit software engineering to do youtube231,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty592,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity107,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3928,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan107",ISTP_,0,1,1,0,0,1,0,0,0,0,1
"ISTJc_Why you should stop ""improving"" yourself73",ISTJc,0,0,0,1,0,0,0,0,0,1,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan13",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESTJ_Unapologetic Culture63,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1680,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTPc_How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity317,ISTPc,0,1,1,0,0,1,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1858,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!75,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS56,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update510,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3097,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)219,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically226,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Who Are The INFPs?746,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan660",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife31,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2389,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4920,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)38,ISTJc,0,0,0,1,0,0,0,0,0,1,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan12",ISTP_,0,1,1,0,0,1,0,0,0,0,1
"ISTJc_Why you should stop ""improving"" yourself72",ISTJc,0,0,0,1,0,0,0,0,0,1,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan106",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3929,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty593,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity106,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update276,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ESFJc_i quit software engineering to do youtube230,ESFJc,0,0,0,1,0,0,0,0,1,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)248",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment23,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO30,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ESTP_Are You Too Selfless?381,ESTP_,1,0,1,0,1,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language86,INFJc,0,0,0,1,0,0,0,0,0,1,0
ISFPc_LIVING IN SAN FRANCISCO24,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ENTJ_My Minimalist Apartment37,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS9,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Are You Too Selfless?395,ESTP_,1,0,1,0,1,0,0,1,0,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel178",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language92,INFJc,0,0,0,1,0,0,0,0,0,1,0
INFJ_Waking up at 5AM is changing my life16,INFJ_,0,0,0,1,0,0,0,0,0,0,1
"ISTJc_Why you should stop ""improving"" yourself66",ISTJc,0,0,0,1,0,0,0,0,0,1,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan112",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Self-Discipline with Minimal Effort10,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_5 Ways to Optimise your Workspace to Improve Productivity112,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty587,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_My Personality Test Results...359,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTP_Are You Too Selfless?88,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESFJc_i quit software engineering to do youtube224,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]639,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update262,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3083,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update504,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS42,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Who Are The INFPs?752,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Balance Out The Physical And Spiritual Realms To Live More Holistically232,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan674",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife25,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ENFJ_Most important lesson I learned this year (What I know now)69,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4934,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJ_Unapologetic Culture77,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1694,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTPc_How to learn any language in six months | Chris Lonsdale | TEDxLingnanUniversity303,ISTPc,0,1,1,0,0,1,0,0,0,1,0
ESTJc_Day in the life of a nurse | 12 Hour shift68,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!61,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)225,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2585",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]177,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS105,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISFPc_LIVING IN SAN FRANCISCO2,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ISTJc_My Personality Test Results...417,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJ_Most important lesson I learned this year (What I know now)41,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFP_My Personality and Taking the Test306,ENFP_,1,0,1,0,1,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1864,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTP_30 Facts About Me || 30K SUBSCRIBERS!49,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift40,ESTJc,1,1,0,0,0,0,1,0,1,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)274",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_What I’ve learned about life by observing the ENTP263,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ENFJ_What I’ve learned about life by observing the ENTP16,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESTJ_Marty Lobdell - Study Less Study Smart295,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel150",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFPc_DON'T GET FAT IN JAPAN86,ENFPc,1,0,1,0,1,0,0,0,1,0,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍198,ENTP_,0,1,1,0,0,1,0,1,0,0,0
ISTJc_My Personality Test Results...371,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Self-Discipline with Minimal Effort38,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)280,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3915,ENFJc,1,1,0,0,0,0,1,0,1,0,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.137,INTJ_,1,1,0,0,0,0,1,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]611,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_My Personality Test Results...365,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3901,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_How to Design Your Life (My Process For Achieving Goals)294,ISTJc,0,0,0,1,0,0,0,0,0,1,0
INTJ_Javascript Explained! Javascript PRIMER video for beginners.123,INTJ_,1,1,0,0,0,0,1,0,0,0,1
ESFJc_i quit software engineering to do youtube218,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]605,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ESTJc_My Testimony (jail, depression, and God’s perfect provision)260",ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_What I’ve learned about life by observing the ENTP277,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ESTJ_Marty Lobdell - Study Less Study Smart281,ESTJ_,1,1,0,0,0,0,1,1,0,0,0
ISFPc_LIVING IN SAN FRANCISCO18,ISFPc,1,0,1,0,1,0,0,0,0,1,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel144",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFPc_DON'T GET FAT IN JAPAN92,ENFPc,1,0,1,0,1,0,0,0,1,0,0
ENFP_My Personality and Taking the Test312,ENFP_,1,0,1,0,1,0,0,1,0,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1870,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift54,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ESTJc_Day in the life of a nurse | 12 Hour shift4,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJ_Switzerland vs USA | Going to the doctor (my experience)231,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ISFJc_What I Eat in A Week + 3 Year Vegan Update538,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]163,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2591",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS111,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_My Personality Test Results...403,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESFP_HTML & CSS - How Much Do You Really Need To Know? #devsLife19,ESFP_,0,1,1,0,0,1,0,1,0,0,0
"ISTP_""Are You Destined to Deal?"" With Goldman Sachs Managing Director Jim Donovan648",ISTP_,0,1,1,0,0,1,0,0,0,0,1
ISTJc_How to Design Your Life (My Process For Achieving Goals)10,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4908,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_OBJECTIVE PERSONALITY ISTJ (MM Si Te BPCS)99,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJ_Most important lesson I learned this year (What I know now)55,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty236,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTJc_OBJECTIVE PERSONALITY ISTJ (MM Si Te BPCS)72,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ESTJc_MY FIRST TIME IN KOREA || INDIAN IN KOREA || things I  ❤️48,ESTJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3054,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Node.js Tutorials for Beginners |  Part 1 | What is Node JS95,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]188,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Who Are The INFPs?785,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENTJ_My Minimalist Apartment234,ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ENFJc_How to Maintain Concentration (for as long as 14 hours!)175,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1643,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFP_Only 1 Out of 10 Engineering Grads Will Work as an Engineer158,ESFP_,0,1,1,0,0,1,0,1,0,0,0
ESTP_Are You Too Selfless?424,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ESTP_Are You Too Selfless?342,ESTP_,1,0,1,0,1,0,0,1,0,0,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍167,ENTP_,0,1,1,0,0,1,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language45,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1125,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFPc_DON'T GET FAT IN JAPAN79,ENFPc,1,0,1,0,1,0,0,0,1,0,0
ISTP_how hard is it to become a consultant?100,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ISFJc_My Favorite Health and Wellness Platforms38,ISFJc,1,1,0,0,0,0,1,0,0,1,0
ISFPc_My Software Engineering Journey25,ISFPc,1,0,1,0,1,0,0,0,0,1,0
INFP_Top 10 Differences Between Managers and Leaders48,INFP_,0,1,1,0,0,1,0,0,0,0,1
INFJc_How to start a business in 2 days49,INFJc,0,0,0,1,0,0,0,0,0,1,0
ISFP_Reasons are hard for an ISFP249,ISFP_,1,0,1,0,1,0,0,0,0,0,1
ISTP_How I Learned to Code in 6 Months - And Got Into Google260,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3732,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!222,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ISTP_How I Learned to Code in 6 Months - And Got Into Google28,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ESTPc_Life As An ENTP203,ESTPc,1,0,1,0,1,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]836,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty550,ISTJc,0,0,0,1,0,0,0,0,0,1,0
ISTP_How I Learned to Code in 6 Months - And Got Into Google274,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]4049,ENFJc,1,1,0,0,0,0,1,0,1,0,0
"ENTJ_Fastest Killing Builds in Diablo 2 (Information, History Walk through) - 디아블로 2208",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESFJc_Improve your Vocabulary: Stop saying VERY!236,ESFJc,0,0,0,1,0,0,0,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]3726,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]2438,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ENFJc_Learn Python - Full Course for Beginners [Tutorial]822,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ESTPc_Life As An ENTP217,ESTPc,1,0,1,0,1,0,0,0,1,0,0
ISTJc_Creating Opportunities | Think Out Loud With Jay Shetty544,ISTJc,0,0,0,1,0,0,0,0,0,1,0
INFJc_How To Spot An ENTP: Body Language218,INFJc,0,0,0,1,0,0,0,0,0,1,0
"ENTJ_Coding when you don't ""feel"" like it #grindreel17",ENTJ_,0,0,0,1,0,0,0,1,0,0,0
ESTP_Are You Too Selfless?356,ESTP_,1,0,1,0,1,0,0,1,0,0,0
INFJc_How To Spot An ENTP: Body Language51,INFJc,0,0,0,1,0,0,0,0,0,1,0
ENTP_The real secrets of the IDOL STAR ATHLETICS CHAMPIONSHIPS | IDOL INSIDER 🔍173,ENTP_,0,1,1,0,0,1,0,1,0,0,0
ISTP_how hard is it to become a consultant?114,ISTP_,0,1,1,0,0,1,0,0,0,0,1
ENFJc_Learn Python - Full Course for Beginners [Tutorial]1131,ENFJc,1,1,0,0,0,0,1,0,1,0,0
ISFPc_My Software Engineering Journey31,ISFPc,1,0,1,0,1,0,0,0,0,1,0
ESTPc_Don't Know What You Want? Answer This Question #MelRobbinsLive5,ESTPc,1,0,1,0,1,0,0,0,1,0,0
ENFJ_What I’ve learned about life by observing the ENTP288,ENFJ_,1,1,0,0,0,0,1,1,0,0,0
